"Collection Name","Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Edition#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Physical Description Note#1","Internet Media Type#1","Digital Origin#1","Form#1#1","Form URI#1#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Geographic#1","Subject Geographic URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Shelf Locator#1","Access Condition#1","Access ConditionURI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"CU Japanese and Japanese American Community History Project","Sugita Tanimichi (pianist and faculty member) free public recital","Martin, CU News Service, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","1964-09-23","2020-04-07","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","announcements","http://vocab.getty.edu/aat/300026707","University of Colorado News Service announces Tanimichi A. Sugita, University of Colorado pianist and faculty member, will give free publisc recital at 8 p.m. Tuesday (September 29) in the music hall.","","","Pianists","http://id.worldcat.org/fast/1063351","","","Sugita, Tanimichi A.","","","","","","","","","","narv_cuHistoryPeople_09_SugitaRecital.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2543","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","175","4768","narv_cuHistoryPeople_09_SugitaRecital.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~175~272023","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cuHistoryPeople_09_SugitaRecital.pdf"
"CU Japanese and Japanese American Community History Project","Survey on Minority groups in Honorary societies - 1 japanese member Rx Club","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-12","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_EckhardtCarl_surveySimson.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4334","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","180","4768","","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~180~",""
"CU Japanese and Japanese American Community History Project","Survey on Minority groups in Honorary societies - 1 japanese members School of Law Bar","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-12","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_EckhardtCarl_surveyDriscoll.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4334 ","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","183","4768","","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~183~",""
"CU Japanese and Japanese American Community History Project","Tentative List of Foreign Students","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1953-10-02","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","3 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Tentative List of Foreign Students October 2, 1953. Horie, Akira; Kuge, Bill; Minamimura, Akiho, Watanabe, Michiko [and others]","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Horie, Akira","","Kuge, Bill","","Minamimura, Akiho","","Watanabe, Michiko","","","","narv_cosmoClub_01_03_tentativeListForeignStudents1953.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","149","4768","narv_cosmoClub_01_03_tentativeListForeignStudents1953.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~149~272162","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_tentativeListForeignStudents1953.pdf"
"CU Japanese and Japanese American Community History Project","The EOP Story 1968-1978","Educational Opportunities Program (University of Colorado), authoreditor","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","1968/1978","2020-04-09","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","83 pages","","application/pdf","reformatted digital","reports","http://vocab.getty.edu/aat/300027267","A Repot. February, 1978. Includes the the article ""The Birth of the Program."" ","Covers a period from 1968-1978.","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Educational Opportunity Program","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_chancellorOfficePapers_EOPstory.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2347","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","10","4768","narv_chancellorOfficePapers_EOPstory.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~10~272216","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_chancellorOfficePapers_EOPstory.pdf"
"CU Japanese and Japanese American Community History Project","To Barbara from Kumiko Takahara, Faculty Senate MAC","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","","","","Undated","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from Kumiko Takahara to Barbara E Douglas, listing of things to be done for MAC Retreat on October 15, and for the November Retreat report. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Douglas, Barbara E","","","","","","","","","","narv_facultySenateRecord_27_2_KTtoB.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","77","4768","narv_facultySenateRecord_27_2_KTtoB.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~77~271918","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_27_2_KTtoB.pdf"
"CU Japanese and Japanese American Community History Project","To Members of the MAC from Kumiko Takahara","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1988-06-23","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","Announcement of next MAC meeting, June 30, 1988","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Minority Affairs Committee of the University Faculty Senate","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_facultySenateRecord_27_1_KTtoMAC.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","70","4768","narv_facultySenateRecord_27_1_KTtoMAC.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~70~271923","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_27_1_KTtoMAC.pdf"
"CU Japanese and Japanese American Community History Project","To Mrs. Smiley from Mr. Eckhardt - Mention of the JLS ","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-12","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_EckhardtCarl_MrsSmileyJLS.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4334","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","181","4768","narv_EckhardtCarl_MrsSmileyJLS.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~181~272260","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_EckhardtCarl_MrsSmileyJLS.pdf"
"CU Japanese and Japanese American Community History Project","To the Professor of Naval Science CUB From the Chief Naval Operations on JLS ","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-12","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_stearnsRobert_viceChiefNaval.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:1511","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","186","4768","narv_stearnsRobert_viceChiefNaval.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~186~272268","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_stearnsRobert_viceChiefNaval.pdf"
"CU Japanese and Japanese American Community History Project","U of C. Cosmo Club Intl Fair 1941","Cosmopolitan Club, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","6 pages","","application/pdf","reformatted digital","programs (documents)","http://vocab.getty.edu/aat/300027240","Program for U of C Cosmopolitan Club International Fair 1941. Honored guests: Pres. and Mrs. Stearns, Dr. and Mrs. Norlin. At the table: Welcome - George Masunaga, President of the Scholarship - Mr. F.E. Aden.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Masunaga, George","","","","","","","","","","narv_cosmoClub_01_03_cosmoIntlFair1941.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","134","4768","narv_cosmoClub_01_03_cosmoIntlFair1941.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~134~272174","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_cosmoIntlFair1941.pdf"
